Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT045,2562.392827
NCW29,OUT035,2202.206907
FDO11,OUT013,4328.264883
NCM31,OUT049,2261.363613
FDV35,OUT019,399.4590062
FDF58,OUT017,1093.303117
NCE43,OUT049,3346.624761
FDA02,OUT035,2605.433947
DRL37,OUT010,141.8570351
FDR24,OUT018,1430.577644
FDW59,OUT049,1424.463959
FDS22,OUT049,832.6993534
FDW24,OUT017,777.3111385
FDU24,OUT035,1710.33373
FDA21,OUT027,4888.80076
FDH58,OUT027,2913.545295
FDW36,OUT018,1530.178453
FDI45,OUT027,4591.827707
FDU01,OUT018,2717.137721
FDF35,OUT027,2887.875657
FDU43,OUT019,487.4755537
FDE24,OUT019,319.504038
FDK50,OUT049,2660.518077
FDG31,OUT045,953.2150366
FDC60,OUT045,1723.516675
FDL36,OUT013,1450.514174
FDP21,OUT013,3000.146914
FDW16,OUT045,1304.203633
FDX02,OUT017,3239.50195
FDQ58,OUT027,3964.444449
FDT51,OUT046,1746.407866
FDD59,OUT049,1361.603807
NCM42,OUT018,1743.711307
FDA57,OUT018,755.5242336
FDZ48,OUT035,1810.021908
FDE46,OUT045,2371.19081
NCZ30,OUT019,363.7902763
FDB56,OUT017,3337.176198
FDA25,OUT027,2807.092503
FDD20,OUT013,2227.860266
FDL25,OUT013,1399.803636
NCO18,OUT049,3489.227799
FDJ45,OUT017,736.0522114
FDR12,OUT035,2886.944522
NCF19,OUT010,137.1060489
FDK25,OUT046,2891.491044
NCR17,OUT046,1994.198437
FDC52,OUT046,2379.666479
NCA54,OUT017,3378.293797
FDR45,OUT010,505.0242459
NCM19,OUT049,1919.014928
FDF39,OUT027,5571.009065
FDX23,OUT049,1292.074329
FDD58,OUT027,2806.363121
FDX28,OUT013,1776.764444
NCD31,OUT013,2802.21346
FDU57,OUT018,2267.12723
FDI27,OUT046,815.2767697
NCM42,OUT046,1752.836667
FDD32,OUT027,2435.326562
FDI34,OUT013,3603.891159
NCM29,OUT049,2056.075591
FDG46,OUT018,1798.704695
DRC01,OUT010,186.6698042
FDB15,OUT027,5458.089056
NCA17,OUT027,3665.125166
FDF10,OUT046,3049.463878
FDR26,OUT027,4791.807164
FDI02,OUT049,1724.335083
NCM54,OUT010,273.9048272
FDF14,OUT013,2387.43915
FDJ33,OUT010,281.633483
FDM20,OUT035,4355.314806
FDC03,OUT027,5093.864697
NCX05,OUT046,1891.694259
NCM41,OUT027,2770.802596
NCU29,OUT010,401.7090587
FDQ59,OUT017,1333.780776
FDH46,OUT010,223.9061712
FDH09,OUT013,816.2866281
NCD06,OUT045,831.3405927
FDC15,OUT035,2482.473161
DRD37,OUT027,1688.220508
FDT28,OUT027,3592.676522
FDR28,OUT027,4258.121837
FDT38,OUT017,1290.580224
FDV34,OUT027,2170.935189
FDY52,OUT035,1021.357217
FDB34,OUT013,1457.183794
DRL23,OUT018,1555.582353
DRB24,OUT046,2007.644477
FDJ50,OUT046,1076.096714
FDQ49,OUT035,2363.892097
FDP20,OUT035,2041.202454
FDV19,OUT027,4406.136281
NCR54,OUT045,2903.010242
FDO09,OUT010,552.6638537
FDS57,OUT018,1933.174866
FDN10,OUT049,2088.808644
FDV23,OUT049,2072.460866
FDY28,OUT049,3825.588313
DRG51,OUT013,2436.917653
FDD45,OUT019,268.2129305
NCL18,OUT027,4836.885089
NCM29,OUT013,2136.547761
FDF17,OUT027,5146.331404
FDE22,OUT017,2473.043885
FDQ22,OUT017,665.579419
FDS01,OUT013,3276.253966
FDW35,OUT027,1814.620842
FDJ33,OUT046,2051.402653
NCF54,OUT035,3191.541748
FDE09,OUT013,1448.366137
NCE06,OUT045,2648.680522
DRH49,OUT049,1349.091729
FDY43,OUT045,2555.654656
NCT05,OUT017,3918.718607
FDZ34,OUT045,3059.909827
FDL38,OUT017,1580.962402
FDZ31,OUT017,3269.47344
FDR14,OUT035,884.7352422
NCN54,OUT049,1364.25832
NCC42,OUT027,3199.211384
FDK08,OUT017,1622.086437
FDP59,OUT013,1767.054339
FDV22,OUT035,3057.304589
FDD33,OUT035,3692.825548
DRE60,OUT027,5042.921396
FDK52,OUT046,3918.899639
FDA02,OUT017,2267.979639
FDM56,OUT049,1561.450739
FDE57,OUT035,2269.544494
FDM32,OUT045,1280.69824
NCQ30,OUT027,2854.291212
FDQ27,OUT027,2614.516744
FDT60,OUT027,2970.09014
FDU43,OUT049,3956.122688
NCO55,OUT035,1775.318205
FDG02,OUT045,2693.388207
FDJ28,OUT013,3340.278322
FDP40,OUT045,1823.671147
FDJ38,OUT045,3396.018538
NCC54,OUT017,3705.622384
NCZ41,OUT046,1943.748243
FDK38,OUT019,395.4180523
FDU52,OUT013,2310.197959
FDC40,OUT046,1223.622727
NCR30,OUT017,1200.003131
NCN18,OUT017,1745.870818
FDB50,OUT035,1487.709219
FDG04,OUT013,3304.385312
FDR26,OUT035,2661.005935
NCT17,OUT018,2558.096643
FDX35,OUT027,4934.132322
FDS12,OUT046,2351.514265
NCZ29,OUT027,3152.491327
FDB38,OUT010,358.0799664
FDP12,OUT013,764.8291556
FDP22,OUT046,1004.89501
FDS26,OUT018,3671.591613
FDR52,OUT046,3108.831946
DRJ13,OUT046,2368.321286
FDU48,OUT027,3070.122518
FDE29,OUT035,1143.021214
NCT29,OUT049,1871.171509
DRK37,OUT018,2954.590757
FDK55,OUT046,1324.824439
FDR07,OUT046,1957.755208
FDO21,OUT027,5134.463791
FDK46,OUT049,4371.067829
FDB12,OUT045,1661.429119
FDT31,OUT027,4810.26765
FDJ33,OUT045,1748.087013
FDC26,OUT027,2931.995308
NCQ02,OUT045,2895.456898
FDP08,OUT010,508.0073777
FDB11,OUT027,4664.281091
FDV55,OUT013,2503.597961
FDW20,OUT049,2213.233203
NCJ18,OUT019,347.3821206
FDC41,OUT018,1020.716627
FDE14,OUT027,2725.454585
FDG35,OUT013,2895.889793
FDF45,OUT035,1058.312566
FDS19,OUT027,2396.036986
FDS58,OUT019,394.9053635
FDA26,OUT017,4131.433688
FDM32,OUT049,1447.918854
FDL45,OUT046,2151.695413
FDZ55,OUT049,2662.448247
FDY37,OUT049,2041.683561
FDO46,OUT046,2738.401367
FDQ60,OUT046,2112.539132
FDA19,OUT018,1723.96581
FDL15,OUT046,2442.10593
FDM10,OUT018,2976.24303
NCL05,OUT017,711.8597123
DRK49,OUT010,134.2165434
NCE18,OUT027,5569.625887
FDG40,OUT049,687.6579814
DRI59,OUT045,3281.230557
FDK28,OUT035,4326.615958
NCD06,OUT019,187.9451716
FDO11,OUT019,531.3306962
FDK27,OUT046,1924.124831
FDT43,OUT027,1952.503266
FDD38,OUT018,1346.272033
FDA16,OUT049,4123.690326
FDL14,OUT027,4122.605067
NCM17,OUT049,864.1348881
FDD20,OUT045,1861.220846
FDA40,OUT045,1241.933768
FDL43,OUT045,1149.474474
FDV15,OUT045,1614.967186
FDE52,OUT046,1357.133531
NCL17,OUT010,374.8104277
NCJ31,OUT045,3339.832918
FDR60,OUT045,1176.183845
NCA18,OUT035,1744.845065
FDS21,OUT027,2039.646476
FDW09,OUT035,1368.586163
FDL26,OUT035,2823.524261
FDS47,OUT018,1307.70974
FDC39,OUT046,3394.050706
FDT51,OUT035,1849.407216
FDK40,OUT035,4026.149999
NCG19,OUT045,3385.61741
FDZ07,OUT046,1091.303813
FDF08,OUT027,2614.26333
FDO04,OUT013,852.1892774
FDK41,OUT018,1205.08979
FDP15,OUT049,3885.521374
NCD43,OUT018,1549.136617
NCP18,OUT013,2507.563085
FDZ51,OUT046,1478.720466
DRH13,OUT035,1609.449337
FDF38,OUT045,697.0489113
NCI43,OUT045,808.186007
FDM38,OUT027,2207.645988
FDS03,OUT013,1079.462115
DRJ47,OUT017,2924.370652
FDT50,OUT010,199.8589016
FDV02,OUT046,2728.095354
NCG18,OUT017,1871.59325
FDW52,OUT046,3261.855655
FDS40,OUT035,694.2453367
FDN31,OUT017,3028.879219
FDA37,OUT045,1687.953258
FDA15,OUT046,3869.221291
FDL39,OUT046,2813.943634
FDJ53,OUT045,1630.776478
FDX22,OUT013,3360.821282
NCZ42,OUT045,3311.723078
FDD56,OUT027,4429.467168
FDD40,OUT017,3243.627771
FDS50,OUT013,3683.281041
NCN14,OUT013,3233.57373
FDT15,OUT013,3095.154532
NCS18,OUT027,2750.684271
NCO26,OUT010,253.1520346
FDF58,OUT018,946.1074665
NCB19,OUT013,1670.943491
FDH26,OUT017,2344.309585
DRB24,OUT027,4104.001747
FDA49,OUT018,1320.355402
FDB32,OUT045,1414.45041
FDI36,OUT017,3017.496595
NCA17,OUT010,376.1884926
FDH22,OUT013,2044.695366
NCM26,OUT018,2209.477501
FDT15,OUT027,4886.900899
FDB16,OUT018,1243.09687
NCP54,OUT027,3058.785043
FDJ36,OUT013,1685.719675
FDO28,OUT045,1703.009622
FDU09,OUT013,835.2832844
FDF29,OUT017,2237.339074
FDY08,OUT013,2022.497968
DRJ59,OUT018,713.4425495
FDT23,OUT027,2377.017302
FDU15,OUT018,658.445109
FDT47,OUT013,1763.415533
FDI53,OUT019,452.7802884
FDR59,OUT018,3215.201543
FDD53,OUT035,725.668039
FDY51,OUT017,3251.715446
FDT04,OUT049,665.9078378
FDU51,OUT049,3178.783911
FDG14,OUT035,2754.853852
NCU06,OUT045,3795.900178
DRG25,OUT046,3053.287154
DRH49,OUT035,1229.418682
FDN15,OUT035,2133.140852
FDL43,OUT018,1023.432401
NCT18,OUT049,3724.728451
NCB31,OUT013,3831.974689
FDK57,OUT035,1865.828346
FDY04,OUT019,417.6088662
NCP54,OUT046,2116.916028
FDF41,OUT013,3544.223985
FDM01,OUT045,1694.265758
FDW03,OUT045,1760.117306
FDF28,OUT045,1707.046757
FDY37,OUT017,2512.666359
FDQ03,OUT017,3562.647691
FDP51,OUT027,2969.471747
FDJ40,OUT017,1924.798994
FDC32,OUT049,1424.095263
DRI49,OUT027,2370.317367
NCW54,OUT017,879.4891363
FDF09,OUT017,791.3780894
FDP45,OUT018,2871.354597
DRJ23,OUT018,2906.943127
FDS59,OUT017,2054.013066
FDY08,OUT046,2347.013015
FDX16,OUT049,2761.074386
FDY16,OUT018,2423.38898
FDK32,OUT035,2732.297177
FDQ22,OUT013,749.2367687
NCC31,OUT018,2624.259945
FDG58,OUT049,2436.794203
DRF48,OUT013,2935.884421
DRH36,OUT049,1144.641729
NCR30,OUT035,1377.356532
FDB03,OUT019,586.05588
FDZ28,OUT027,3001.474378
FDR35,OUT017,3241.482018
DRD15,OUT027,4820.17621
FDJ33,OUT019,301.2073704
FDA56,OUT010,237.3947864
FDP56,OUT046,950.4288232
NCT30,OUT046,919.8642134
FDK15,OUT017,1817.81809
FDH44,OUT018,1996.915022
FDV01,OUT013,2571.924386
DRG03,OUT017,2396.611627
FDG50,OUT027,2650.891014
FDR16,OUT010,607.0192575
FDZ60,OUT046,1554.521639
DRG03,OUT045,2220.651207
FDS56,OUT018,3460.378659
FDU33,OUT045,848.3127998
DRD27,OUT035,1392.601346
FDW22,OUT046,2946.422309
DRA24,OUT045,2581.771329
FDF38,OUT049,772.0059937
FDX48,OUT013,2344.651285
FDS58,OUT018,2531.994712
FDC32,OUT046,1333.304752
NCQ29,OUT045,3717.781755
DRK39,OUT018,1259.575672
NCS38,OUT017,1843.993692
DRO47,OUT013,2201.71594
DRG27,OUT027,1822.708531
FDC57,OUT027,5049.346145
FDS55,OUT046,2601.644006
NCJ06,OUT018,1784.345646
FDO01,OUT019,336.2530828
NCM55,OUT045,2603.042244
FDC52,OUT049,2453.388287
FDQ15,OUT045,1347.910464
NCT30,OUT027,1912.176016
NCR42,OUT027,1679.232459
FDD28,OUT035,822.8024274
FDQ34,OUT049,1617.687139
FDZ12,OUT027,3078.811586
DRE13,OUT019,219.1522132
NCN07,OUT019,274.2908906
FDM28,OUT035,2880.934045
FDI10,OUT017,2835.644987
FDQ25,OUT013,2550.604665
FDA38,OUT010,575.2612152
DRI13,OUT049,3612.692783
FDY20,OUT027,2693.126813
NCZ53,OUT035,3220.961248
NCM31,OUT013,2635.228602
DRB01,OUT017,2848.540596
DRF37,OUT046,3897.756404
NCF42,OUT049,2969.340693
FDF16,OUT018,2321.210086
FDB41,OUT013,714.1228374
FDR34,OUT013,4039.101477
FDR15,OUT018,2319.451452
NCV42,OUT019,311.1137912
FDW51,OUT035,3323.453847
FDU36,OUT017,1801.960441
FDX60,OUT049,1284.627132
FDY03,OUT035,1771.621426
FDW55,OUT045,4004.34046
FDT01,OUT010,602.8566098
FDG58,OUT013,2388.419388
FDK21,OUT017,4699.712774
NCS41,OUT019,558.810508
FDS10,OUT045,2649.52995
NCT53,OUT046,2645.266573
FDJ28,OUT018,2460.389872
FDX44,OUT045,1357.808781
FDT20,OUT018,641.7559715
FDO44,OUT017,1827.715348
NCX17,OUT049,3266.897002
FDY01,OUT017,2236.152113
FDJ12,OUT027,4900.773538
DRK35,OUT018,768.2781769
FDD47,OUT019,406.9457697
NCM53,OUT035,1791.048874
FDO45,OUT013,1490.269947
NCM42,OUT010,277.7490071
FDE04,OUT046,2809.599212
NCI30,OUT027,5152.015994
FDZ19,OUT013,2938.01133
FDW57,OUT013,2919.857946
FDA25,OUT013,1572.1815
FDT22,OUT046,1064.995964
FDP51,OUT013,2160.122258
FDD48,OUT027,2733.227186
FDY39,OUT035,3004.325651
FDO48,OUT010,501.5964345
FDD23,OUT027,4028.595728
DRN35,OUT027,1703.657254
FDT01,OUT035,3366.467637
FDC20,OUT010,185.5309601
DRJ35,OUT035,1276.806718
FDB32,OUT046,1432.512464
FDL24,OUT046,3234.866507
NCV42,OUT035,2243.927338
FDZ46,OUT046,1870.017594
FDC15,OUT013,2375.177966
FDD08,OUT019,177.6410165
FDY50,OUT049,1381.816729
FDD36,OUT013,2156.957776
FDG57,OUT027,1968.952272
FDL21,OUT018,747.3565008
FDN16,OUT027,2706.838436
FDJ09,OUT027,1866.051295
FDS01,OUT010,475.3070987
FDV33,OUT017,4120.982106
DRE12,OUT017,1604.129519
FDR07,OUT013,1933.078262
FDP48,OUT010,395.779955
NCB55,OUT035,862.5766264
FDQ08,OUT013,1062.716525
FDR34,OUT035,4803.010605
FDO33,OUT046,1822.033669
FDP13,OUT045,826.6474102
FDX12,OUT049,3830.45232
NCT06,OUT049,3183.918187
FDR16,OUT019,568.4376776
FDE36,OUT046,3127.174811
FDZ36,OUT049,3578.202223
FDV13,OUT045,1531.82936
NCZ17,OUT035,720.5848544
FDU56,OUT045,2659.890885
FDM09,OUT035,2940.82059
FDV02,OUT017,2825.621383
FDS34,OUT018,1531.329911
FDA11,OUT049,1392.644814
FDP09,OUT017,4192.796267
FDB29,OUT027,2779.175385
FDT19,OUT017,2866.749571
DRH15,OUT017,800.3598589
FDY38,OUT046,3470.097116
FDF14,OUT027,3841.190896
FDN48,OUT010,207.8722841
FDQ12,OUT013,3772.871177
NCJ43,OUT045,2774.193599
FDE17,OUT019,340.1018069
FDB05,OUT035,4307.278726
FDH10,OUT045,2068.357104
NCR06,OUT017,644.6354612
FDU32,OUT018,1635.980819
FDD56,OUT049,2783.071712
FDO36,OUT018,2657.565366
FDH16,OUT010,210.2417441
FDX10,OUT018,792.3008072
FDZ37,OUT017,1360.890748
FDU31,OUT010,533.6447014
DRC49,OUT049,2022.109002
FDL15,OUT045,3078.154824
FDN32,OUT019,486.7209135
DRH59,OUT027,2220.830646
NCU29,OUT049,2589.724414
FDR37,OUT019,583.0213449
FDS14,OUT018,2250.650678
FDU02,OUT027,5181.153445
FDJ08,OUT035,3013.766398
NCZ06,OUT045,3371.265401
FDO31,OUT049,1341.567554
FDH31,OUT018,1287.270918
FDS58,OUT017,2609.270525
NCA53,OUT027,1864.288945
FDF50,OUT046,2972.298335
NCW42,OUT049,3203.09537
NCQ17,OUT045,2295.229072
FDK51,OUT018,3949.707318
NCW41,OUT010,401.4486431
NCR29,OUT017,896.9927165
FDB08,OUT019,384.9251658
FDA40,OUT027,2519.749952
FDL14,OUT018,2578.412797
FDB47,OUT046,3547.256375
FDO03,OUT035,3770.070485
DRK13,OUT019,473.1959099
FDX13,OUT010,523.9234141
FDF52,OUT046,3106.042745
FDT11,OUT013,2703.257753
FDB08,OUT013,2498.248092
FDQ28,OUT018,2138.187272
FDD29,OUT045,4517.366025
NCQ29,OUT027,5313.374504
NCO02,OUT013,1029.532029
FDR56,OUT010,511.4953831
NCM54,OUT049,2258.314199
FDP51,OUT035,1935.844216
FDT38,OUT013,1231.758604
FDZ20,OUT018,2877.888432
FDJ53,OUT013,1819.319063
FDX13,OUT049,4308.392174
FDP58,OUT035,3946.564691
NCK31,OUT019,164.6694447
FDA35,OUT018,1574.4941
FDV37,OUT018,2703.943265
NCO07,OUT027,4510.999507
FDA20,OUT045,2646.736934
FDZ59,OUT035,3020.708614
NCY17,OUT017,862.7931035
FDQ28,OUT035,2806.07871
FDV35,OUT017,2424.657031
FDQ36,OUT013,777.4601854
FDD34,OUT018,2662.905323
FDK51,OUT045,4013.950099
FDV31,OUT035,2472.107602
FDR04,OUT035,1536.661423
FDR14,OUT049,879.9546673
DRC36,OUT010,470.4292478
FDE39,OUT019,296.9712641
FDP57,OUT049,1794.672774
FDE57,OUT046,2224.857002
NCN18,OUT046,1642.86182
NCQ05,OUT018,2339.936629
FDW47,OUT035,2068.373939
FDV46,OUT035,2182.112018
NCP29,OUT045,1032.085534
FDE09,OUT018,1608.791622
NCU06,OUT027,5327.14371
FDT19,OUT010,517.1183331
DRF15,OUT017,2290.247368
DRI51,OUT013,2795.923138
NCX54,OUT013,1743.155654
DRE01,OUT013,3968.168596
NCB07,OUT045,2771.545636
FDU50,OUT035,1708.644152
FDG40,OUT035,684.9784746
FDW10,OUT018,2580.983663
FDX51,OUT013,3028.174663
NCP17,OUT045,1179.173315
FDP21,OUT035,2907.201237
FDL04,OUT045,1572.282988
FDV23,OUT013,2082.364852
FDF24,OUT046,1465.807718
FDH56,OUT027,3060.085859
FDB51,OUT049,1020.402436
FDI58,OUT027,2683.515487
FDR20,OUT013,917.3617875
FDC51,OUT018,1647.963233
FDB16,OUT027,2456.585622
FDE40,OUT049,993.7733571
NCM17,OUT035,788.6223059
FDU56,OUT035,2946.915248
FDS32,OUT019,311.1924962
FDX02,OUT049,3154.210218
FDT39,OUT027,3680.828535
FDE35,OUT017,948.9787431
NCI42,OUT019,508.2572483
DRL23,OUT046,1829.968456
FDA10,OUT046,1943.447762
FDA11,OUT013,1349.775887
NCM06,OUT046,2743.618866
NCT05,OUT035,4141.771923
NCQ02,OUT010,473.1370897
NCY06,OUT049,2362.879432
FDY56,OUT035,4487.777008
FDL02,OUT035,2254.964586
NCI06,OUT035,2958.111873
FDQ14,OUT045,2141.900963
FDQ12,OUT017,3364.61523
FDP36,OUT046,879.6960148
FDK21,OUT027,5527.111872
FDO40,OUT045,2613.142822
NCK54,OUT019,316.777741
FDY09,OUT018,2695.249916
NCW30,OUT049,3980.502867
NCC55,OUT027,1818.446348
FDE58,OUT018,1716.223004
FDR39,OUT013,3358.158813
FDU28,OUT049,3291.130151
FDH08,OUT017,3381.279702
FDG35,OUT045,3060.485099
FDG22,OUT049,764.7662972
FDC34,OUT035,2877.000723
FDP15,OUT018,3514.334714
FDK34,OUT010,516.6380269
FDU45,OUT035,2121.234137
FDQ04,OUT027,1842.32333
FDX22,OUT018,2661.247599
FDB45,OUT017,1728.427461
NCH43,OUT027,4967.782944
DRE60,OUT046,3818.373506
FDD17,OUT027,5398.763452
NCM54,OUT017,2063.749438
NCH55,OUT013,1926.991913
NCT06,OUT017,2747.931046
FDA48,OUT027,4826.065577
FDY58,OUT027,5520.10419
FDO25,OUT045,3337.501888
FDN50,OUT045,1535.43981
FDH35,OUT035,3044.973864
FDK09,OUT045,4004.527474
FDO16,OUT013,1616.809989
FDW11,OUT045,1014.492434
FDU47,OUT027,3257.367013
NCQ42,OUT010,250.484448
FDK55,OUT027,2699.20252
FDN08,OUT049,2028.057196
FDT57,OUT045,3762.306295
FDJ12,OUT018,3056.550439
DRL59,OUT017,948.9406505
NCN53,OUT046,941.2156677
FDO51,OUT010,152.886245
FDK56,OUT017,3076.027862
FDY12,OUT035,834.8409721
FDU15,OUT035,818.2043476
FDQ19,OUT046,3692.430538
DRF15,OUT045,2223.714596
DRE25,OUT019,232.6515254
FDK57,OUT018,1767.740763
FDD33,OUT010,525.9384517
FDR34,OUT027,5336.443363
FDU04,OUT045,1711.629527
FDE35,OUT019,205.7231143
NCD31,OUT035,3422.502755
FDJ56,OUT035,2083.701254
NCU53,OUT046,2585.89193
FDD39,OUT035,3422.176633
NCU17,OUT019,264.7045839
FDJ20,OUT046,2082.640625
NCW41,OUT018,2387.823832
FDL52,OUT035,792.2668103
FDS39,OUT035,2297.734958
DRJ47,OUT045,2724.877899
FDP13,OUT010,160.6716034
DRK39,OUT010,192.2277932
FDF28,OUT010,258.8994674
FDB09,OUT045,1534.31418
FDM51,OUT046,1466.163158
DRM49,OUT018,771.5968195
DRF23,OUT013,2738.432083
DRH01,OUT035,2863.960358
FDH12,OUT027,2700.200954
FDA28,OUT019,266.2329391
FDW37,OUT018,1273.695731
FDF02,OUT046,1819.074139
DRL37,OUT046,791.6434365
NCF43,OUT046,2008.202907
FDH08,OUT010,488.148069
FDR34,OUT019,561.346074
NCK19,OUT049,3507.520558
NCD55,OUT018,690.0807577
FDT27,OUT049,3661.598791
FDQ57,OUT045,1927.654024
FDA47,OUT035,2677.466131
DRG15,OUT027,2182.123529
FDE05,OUT018,1962.963649
FDN46,OUT046,1650.204998
FDX27,OUT027,2678.281408
FDT51,OUT045,1707.220337
FDU33,OUT013,813.8289342
FDJ16,OUT027,2024.792769
FDD20,OUT019,326.0283963
FDT36,OUT049,772.7721691
DRF15,OUT027,3687.702326
FDN52,OUT010,199.0128587
FDC22,OUT027,4858.74364
FDX15,OUT045,2770.588492
FDT13,OUT013,3377.444579
FDU04,OUT017,2098.057657
FDU31,OUT019,443.1328978
FDW59,OUT027,2513.865632
NCO29,OUT046,2619.687834
FDL15,OUT035,2670.357888
FDI41,OUT049,2637.605326
FDQ48,OUT049,1837.241007
DRI39,OUT013,700.491628
FDI08,OUT013,4199.642768
FDC21,OUT049,1653.633327
FDF58,OUT035,1286.023983
FDS08,OUT010,426.2340962
FDE47,OUT045,1874.239166
NCP18,OUT019,327.7132083
NCR41,OUT013,1482.311798
FDA27,OUT013,3357.518897
FDA43,OUT035,3053.602701
FDA49,OUT045,1595.535615
NCE55,OUT018,2747.83652
DRM49,OUT027,1753.890133
FDF22,OUT027,4991.12558
FDQ15,OUT018,1277.415746
NCS54,OUT017,3424.109347
NCY05,OUT013,654.5369124
FDR45,OUT046,3339.921313
FDK57,OUT049,2240.587354
FDF41,OUT010,505.2430334
FDV21,OUT046,2225.160543
FDD51,OUT046,839.9534325
FDF33,OUT046,1992.148961
FDA38,OUT046,3614.316538
FDR56,OUT045,3247.984682
NCN41,OUT017,2058.093801
FDC60,OUT027,2535.602709
FDB47,OUT045,2855.482809
DRH01,OUT013,3201.1559
FDW08,OUT046,1515.254267
FDF38,OUT027,1848.804973
FDY32,OUT017,2609.064073
FDG34,OUT049,1886.546152
FDG47,OUT019,520.2117773
NCF18,OUT035,3178.977265
FDL39,OUT019,567.9846925
NCH55,OUT035,2078.312935
DRJ35,OUT049,915.9671089
FDS44,OUT035,4063.178513
DRE01,OUT018,3461.778671
FDY39,OUT013,2976.514551
FDY32,OUT018,2363.657106
FDR33,OUT027,2990.389415
NCP50,OUT049,1293.670168
FDZ47,OUT018,1468.990628
FDU57,OUT049,2566.488308
FDY44,OUT013,2987.38935
DRH59,OUT018,976.2993116
FDB03,OUT027,5346.508887
FDY46,OUT045,2482.055045
FDM39,OUT045,2539.553646
FDY36,OUT035,1228.625249
NCM55,OUT035,3085.869992
FDJ50,OUT010,207.6792622
DRL60,OUT013,2407.799884
NCJ54,OUT049,3563.048815
FDX59,OUT017,598.5267967
FDI07,OUT013,3462.346628
DRF51,OUT010,155.4511724
FDM14,OUT017,1812.797014
FDP21,OUT045,3287.759446
FDE40,OUT035,1196.892591
FDE05,OUT035,2587.873623
FDM13,OUT027,3005.22445
FDC34,OUT027,3897.956024
NCI55,OUT018,1778.960233
NCE43,OUT018,2300.214862
FDW58,OUT018,1519.923681
FDG60,OUT045,3615.929385
FDV31,OUT017,2453.615336
FDR47,OUT013,2768.427796
FDM60,OUT019,156.3414762
NCF06,OUT018,2875.969496
NCN26,OUT027,2609.537485
FDQ59,OUT049,1422.578994
FDF09,OUT046,835.3882622
NCS06,OUT017,4371.91785
FDT44,OUT046,1688.638648
FDI19,OUT017,3824.195751
FDT22,OUT017,948.4571749
NCF54,OUT027,4411.800266
DRG25,OUT045,2799.052105
FDB59,OUT017,3049.879255
FDQ37,OUT017,3459.660507
FDP56,OUT035,796.0166843
FDW44,OUT035,2584.920849
FDJ26,OUT010,509.0390944
FDU43,OUT018,2912.827047
FDW33,OUT045,1489.544457
NCX53,OUT027,3241.646693
FDN56,OUT010,397.2395011
DRF15,OUT049,2529.238055
FDO33,OUT017,1889.829066
FDZ39,OUT010,228.7025947
NCJ19,OUT017,1050.867438
FDU01,OUT035,3440.569514
FDT12,OUT035,3872.682641
NCM18,OUT018,902.5907664
FDP19,OUT017,2393.068728
NCR42,OUT049,757.303634
FDN10,OUT046,1947.753901
FDG44,OUT017,963.1208574
FDQ10,OUT046,2784.519029
DRH13,OUT049,1483.640408
FDT52,OUT013,3917.902809
FDM56,OUT045,1803.247968
NCO43,OUT010,293.3946047
NCV29,OUT035,2946.333099
NCF06,OUT013,4200.108747
FDO50,OUT035,1503.574765
FDT59,OUT013,3703.697624
FDX40,OUT027,1828.413042
FDE50,OUT017,3527.859718
FDX51,OUT017,3206.720416
NCD30,OUT018,1439.185961
FDK15,OUT013,1718.50666
FDL12,OUT045,1227.478917
FDK46,OUT017,4418.916562
DRH49,OUT010,172.7768377
FDQ57,OUT046,2543.706524
FDY59,OUT017,1711.33644
FDO09,OUT018,3589.718674
NCG30,OUT035,1884.010793
FDM09,OUT017,2808.06015
NCN17,OUT027,2762.123271
NCS42,OUT013,1470.448124
FDD02,OUT019,297.9467319
FDE34,OUT013,3399.14809
FDU38,OUT045,2684.287229
FDB33,OUT046,2514.295146
NCJ29,OUT017,1393.281593
FDZ27,OUT035,840.2408243
FDI40,OUT013,1664.163188
FDG22,OUT013,740.0583521
FDT51,OUT017,1846.565663
FDF20,OUT018,2927.390065
FDV50,OUT035,1803.121801
FDT02,OUT049,746.0797449
DRC49,OUT017,2234.932752
FDF26,OUT049,2489.268266
FDV52,OUT035,1962.031165
FDX59,OUT049,761.1992757
FDV25,OUT035,4136.219095
FDW23,OUT027,1708.778342
FDE53,OUT018,1385.072657
FDA19,OUT017,2022.000283
FDH22,OUT046,1895.373676
NCO41,OUT013,1578.901879
FDX12,OUT017,4278.927206
FDF17,OUT013,2987.990983
FDS11,OUT045,3584.338364
FDR51,OUT035,2605.762474
FDT49,OUT010,227.3903071
FDC56,OUT013,2011.836481
FDR13,OUT027,2799.769678
FDQ60,OUT035,2098.956285
FDN38,OUT049,4126.916004
NCL29,OUT013,2434.367541
FDO13,OUT027,4250.807309
FDE26,OUT018,2078.487983
FDA31,OUT010,444.3994721
FDX14,OUT035,1319.542257
FDA34,OUT045,3270.496312
FDF26,OUT013,2360.219371
FDE38,OUT045,2424.716274
DRI11,OUT046,2020.496464
FDQ60,OUT027,2771.970626
FDL21,OUT027,1701.161321
DRC12,OUT027,5055.623534
FDC47,OUT046,3290.822911
FDE57,OUT045,1831.027423
FDT14,OUT045,2112.174447
NCZ53,OUT046,3565.554145
FDE28,OUT018,3765.642229
FDR19,OUT035,2616.992875
NCF54,OUT019,405.940614
